HomePlanet,CryoSleep,Destination,Age,VIP,Transported,TotalSpend
3,0,1,-0.756355637464358,0,False,-0.527405394292201
2,0,1,-0.407584276946681,0,True,1.7156302202233222
1,0,3,2.1733237908841283,0,False,-0.27935039055661837
3,0,1,-0.756355637464358,0,False,0.7863023379561607
1,1,1,0.7782383488134206,0,True,-0.527405394292201
1,1,1,-1.7329154469138535,0,False,-0.527405394292201
2,1,3,-1.0353727258784995,0,True,-0.4471366107765355
3,1,1,0.9177468930204914,0,True,-0.527405394292201
1,0,1,-0.5470928211537518,0,True,0.23994889488416224
1,0,1,-0.8261099095678933,0,False,-0.22910695495578506
3,1,1,0.1504498998816021,0,True,-0.527405394292201
2,0,3,0.1504498998816021,0,False,9.336470207510557
1,0,1,-0.3378300048431456,0,False,-0.27408010010897854
2,1,1,1.4757810698487746,0,True,-0.46622801966376987
1,0,2,-0.8958641816714288,0,False,-0.29199908763095406
2,0,1,0.7782383488134206,0,False,0.18162434726361448
1,0,1,1.54553534195231,0,False,-0.2104852620407909
2,0,3,0.08069562777806671,0,False,3.2113386492635136
3,1,1,-0.6168470932572871,0,True,-0.527405394292201
2,0,3,3.1498836003336237,0,False,2.199442883316661
1,1,1,-1.9421782632244595,0,False,-0.527405394292201
1,1,3,1.8245524303664515,0,False,-0.527405394292201
2,1,1,0.5689755325028144,0,True,-0.527405394292201
1,0,2,0.2899584440886729,0,False,-0.1352957849877956
1,1,1,0.2202041719851375,0,True,-0.527405394292201
3,1,1,0.49922126039927905,0,True,-0.527405394292201
1,1,1,-0.4773385490502164,0,True,-0.527405394292201
1,0,1,0.847992620916956,0,True,-0.24526917899521397
2,0,1,0.9177468930204914,0,False,2.659012210350857
1,1,2,-0.05881291642900406,0,True,-0.527405394292201
2,0,3,-0.5470928211537518,0,True,2.193469887476003
1,0,1,-1.1051269979820348,0,False,-0.09171948104267581
1,0,3,0.5689755325028144,0,True,-0.21294473091635618
2,1,3,0.5689755325028144,0,True,-0.527405394292201
1,1,2,-0.6866013653608226,0,False,-0.527405394292201
1,0,1,1.6850438861593806,0,False,-0.02075480592575604
2,0,3,0.7782383488134206,0,True,0.21254338455643498
2,0,1,0.5689755325028144,0,False,2.6273904676650175
1,0,1,0.010941355674531326,0,False,-0.06678200916847746
1,0,2,2.3825866071947344,0,False,-0.21435014170239347
2,0,1,2.0338152466770576,0,True,0.6907344045056247
1,0,1,0.010941355674531326,0,False,-0.2558097598904937
2,1,1,2.6616036956088758,0,True,-0.527405394292201
3,0,1,0.9875011651240267,1,True,-0.08786317095903688
1,1,1,1.4757810698487746,0,False,-0.527405394292201
1,0,1,-0.756355637464358,0,False,-0.18272839901655433
1,0,1,1.8245524303664515,0,True,-0.22489072259767318
2,1,1,0.3597127161922083,0,True,-0.527405394292201
1,1,3,1.6850438861593806,0,True,-0.527405394292201
3,0,1,1.196763981434633,0,False,0.025272397316965383
1,1,1,-1.8724239911209242,0,True,-0.527405394292201
1,0,1,-0.756355637464358,0,False,-0.2835666229147303
1,0,3,1.0572554372275622,0,False,-0.2842693283077489
1,0,1,-0.4773385490502164,0,False,-0.30710725358085494
3,1,1,0.9177468930204914,0,False,-0.527405394292201
3,1,1,-0.5470928211537518,0,True,-0.527405394292201
3,0,1,-0.6866013653608226,0,False,0.09413752583279285
2,1,3,-0.407584276946681,0,True,-0.527405394292201
1,0,1,1.8245524303664515,0,True,-0.08329558590441567
3,0,1,-0.6866013653608226,0,True,-0.061863071417346926
1,0,1,-0.19832146063607484,0,False,-0.24983676404983518
1,1,2,-0.2680757327396102,0,True,-0.527405394292201
3,1,1,0.49922126039927905,0,True,-0.46622801966376987
1,0,1,-0.3378300048431456,0,False,-0.3092153697599109
1,1,1,-1.1051269979820348,0,True,-0.527405394292201
1,0,1,-0.407584276946681,0,True,0.8780053917450942
2,0,1,0.010941355674531326,0,True,0.6538843768079545
1,1,3,-0.12856718853253946,0,True,-0.527405394292201
1,0,1,-0.3378300048431456,0,False,-0.20907985125475362
1,0,1,0.5689755325028144,0,False,-0.17921487205146108
1,0,3,0.08069562777806671,0,False,-0.24948541135332586
3,1,1,-1.3143898142926411,0,True,-0.527405394292201
1,0,1,-0.6866013653608226,0,False,-0.19397168530485268
3,0,1,-0.3378300048431456,0,False,0.08399030306983125
3,1,1,-0.6866013653608226,0,True,-0.527405394292201
1,0,3,1.0572554372275622,0,False,-0.2818098594321836
3,1,1,0.9875011651240267,0,True,-0.527405394292201
1,1,2,-1.1051269979820348,0,False,-0.527405394292201
3,0,1,-0.5470928211537518,0,False,0.138759318289477
1,0,2,-2.478169566570024e-16,0,False,-0.2554584071939843
1,0,1,-0.756355637464358,0,False,-0.20907985125475362
2,1,1,-0.9656184537749641,0,True,-0.527405394292201
1,1,2,0.08069562777806671,0,True,-0.527405394292201
1,0,1,-0.2680757327396102,0,False,0.0020831193473500103
1,1,1,-0.8958641816714288,0,False,-0.527405394292201
1,0,1,0.08069562777806671,0,False,-0.040781909626787495
2,0,1,1.3362725256417036,0,True,-0.527405394292201
1,1,2,-0.05881291642900406,0,True,-0.527405394292201
2,0,1,2.522095151401805,0,False,0.3531264685959734
3,0,3,-0.3378300048431456,0,False,-0.03094403412452643
1,1,1,-0.756355637464358,0,True,-0.527405394292201
1,0,1,-0.3378300048431456,0,True,-0.03832244075122223
1,0,1,-0.756355637464358,0,False,0.22484072893426132
1,0,1,-0.8958641816714288,0,True,0.03792109439130104
1,0,3,0.42946698829574365,0,False,-0.28075580134265565
1,0,1,0.08069562777806671,0,False,0.8664107527602866
1,0,1,-0.407584276946681,0,True,-0.2730260420194505
2,1,3,-0.6866013653608226,0,True,-0.527405394292201
1,0,1,-0.756355637464358,0,False,-0.24597188438823261
1,0,1,-1.663161174810318,0,True,-0.527405394292201
1,0,3,-1.1748812700855702,0,True,-0.527405394292201
1,0,2,0.2202041719851375,0,False,-0.2368367142789902
1,0,1,-1.0353727258784995,0,True,-0.23016101304531303
3,1,1,-0.6866013653608226,0,True,-0.527405394292201
1,1,3,-2.011932535327995,0,True,-0.527405394292201
1,0,1,0.9875011651240267,0,False,-0.17710675587240515
2,0,3,0.010941355674531326,0,True,1.0304924620301408
3,0,1,-0.6866013653608226,0,False,0.7529238317877749
2,1,3,0.010941355674531326,0,True,-0.527405394292201
1,0,1,0.42946698829574365,0,False,-0.21083661473730023
2,0,3,0.42946698829574365,0,False,5.446644504455832
2,1,3,-0.12856718853253946,0,True,-0.46622801966376987
3,1,1,0.2202041719851375,0,True,-0.527405394292201
1,0,3,-2.011932535327995,0,True,-0.527405394292201
1,0,1,-0.756355637464358,0,False,0.10502945942458189
3,0,3,-2.011932535327995,0,True,-0.527405394292201
1,1,1,-0.407584276946681,0,True,-0.527405394292201
1,1,1,0.847992620916956,0,True,-0.527405394292201
1,0,1,-0.756355637464358,0,True,-0.1341205076938865
1,0,3,-1.0353727258784995,0,False,0.17007389487732877
3,0,1,0.42946698829574365,1,False,-0.07134959422309867
1,0,1,0.9177468930204914,0,False,-0.2175123159709774
1,1,2,-0.756355637464358,0,False,-0.527405394292201
1,1,1,1.6850438861593806,0,False,-0.527405394292201
2,1,3,1.3362725256417036,0,True,-0.527405394292201
2,1,1,0.7084840767098852,0,True,-0.527405394292201
1,0,1,-1.1051269979820348,0,False,-0.14899854015165923
1,1,1,0.847992620916956,0,True,-0.527405394292201
1,0,1,-0.8261099095678933,0,True,-0.10175691010787019
2,1,1,-0.407584276946681,0,True,-0.527405394292201
1,0,1,-0.05881291642900406,0,False,0.3207600150813067
1,1,1,0.010941355674531326,0,False,-0.527405394292201
2,0,1,0.6387298046063499,0,False,0.22062449657614944
1,0,1,2.4523408792982697,0,False,-0.20837714586173495
2,0,1,2.0338152466770576,0,True,0.679139765520817
2,1,1,-0.407584276946681,0,True,-0.527405394292201
1,0,1,-0.5470928211537518,0,False,-0.19076750560045994
1,1,1,1.4757810698487746,0,False,-0.527405394292201
1,0,1,1.8245524303664515,0,True,-0.24421512090568598
1,0,1,1.3362725256417036,0,True,-0.24632323708474194
3,0,3,-0.756355637464358,0,True,-0.11562003398327347
2,0,1,1.196763981434633,0,False,0.5920042967865047
1,0,1,0.847992620916956,0,True,-0.30253966852623376
3,1,1,1.4060267977452392,0,True,-0.4471366107765355
3,1,1,0.2202041719851375,0,True,-0.527405394292201
1,0,1,-0.756355637464358,0,True,-0.2607286976416242
3,1,1,-0.5470928211537518,0,True,-0.527405394292201
2,1,3,2.0338152466770576,0,True,-0.527405394292201
2,0,3,-0.6168470932572871,0,True,0.4641119152571108
2,1,1,3.1498836003336237,0,True,-0.527405394292201
3,0,1,1.894306702469987,0,False,-0.17113376003174663
3,1,1,0.49922126039927905,0,True,-0.527405394292201
3,1,1,-0.2680757327396102,0,False,-0.527405394292201
1,1,3,-0.5470928211537518,0,True,-0.527405394292201
1,0,1,1.3362725256417036,0,False,0.09694834740486745
2,1,1,1.0572554372275622,0,True,-0.527405394292201
3,0,1,1.4060267977452392,0,False,-0.07170094691960799
2,0,3,-0.6866013653608226,0,True,0.5758420727470758
1,0,1,-1.7329154469138535,0,False,-0.527405394292201
2,1,1,-0.8261099095678933,0,True,-0.527405394292201
1,1,1,0.5689755325028144,0,True,-0.527405394292201
3,1,1,0.6387298046063499,0,True,-0.527405394292201
2,0,1,0.5689755325028144,0,True,2.49633591186704
1,0,1,-0.05881291642900406,0,True,-0.27548551089501583
1,0,1,-0.3378300048431456,0,False,-0.25405299640794704
1,0,2,-0.4773385490502164,0,False,-0.3106207805459482
1,0,1,-0.4773385490502164,0,True,-0.23016101304531303
1,0,2,-0.407584276946681,0,False,0.2090718630271506
3,1,1,-0.6866013653608226,0,True,-0.527405394292201
1,1,2,-0.5470928211537518,0,False,-0.527405394292201
1,0,1,-1.2446355421891058,0,False,-0.527405394292201
1,0,1,1.4757810698487746,0,False,-0.24983676404983518
3,0,2,1.4060267977452392,0,False,0.09624564201184879
1,0,2,-0.4773385490502164,0,False,-0.31729648177962533
1,0,1,-0.2680757327396102,0,False,0.11240786605127769
1,0,1,-0.4773385490502164,0,False,-0.28953961875538875
1,0,2,1.894306702469987,0,False,-0.3814728060364504
1,1,1,0.2899584440886729,0,True,-0.527405394292201
3,1,1,0.010941355674531326,0,True,-0.527405394292201
2,1,3,-0.19832146063607484,0,True,-0.527405394292201
1,0,1,-0.407584276946681,0,False,-0.243161062816158
1,0,1,-0.4773385490502164,0,False,-0.527405394292201
1,1,1,-0.8958641816714288,0,True,-0.527405394292201
1,1,1,-0.5470928211537518,0,False,-0.4183648391699294
2,0,3,0.5689755325028144,0,False,1.173844362205945
1,0,1,-0.8958641816714288,0,True,-0.05940360254178166
2,1,3,0.010941355674531326,0,True,-0.527405394292201
2,0,3,0.42946698829574365,0,True,5.838402761063729
3,0,3,0.5689755325028144,0,False,-0.25229623292540043
3,0,1,-0.19832146063607484,1,False,-0.024268332890849276
2,1,3,-0.9656184537749641,0,True,-0.527405394292201
2,0,3,-0.2680757327396102,0,False,5.938889632265395
2,0,1,1.8245524303664515,0,True,0.763815765379564
1,0,1,-0.407584276946681,0,True,-0.07486312118819191
3,0,1,0.49922126039927905,0,True,0.3105707868825363
2,0,1,0.7084840767098852,0,True,0.8734463762684367
1,0,1,-0.756355637464358,0,False,-0.2797017432531277
3,1,1,0.1504498998816021,0,True,-0.527405394292201
2,0,3,1.3362725256417036,1,True,0.40508466224354445
1,0,1,-1.4538983584997118,0,True,-0.527405394292201
1,0,2,-0.407584276946681,0,False,-0.09418751949620471
1,0,1,-0.3378300048431456,0,False,-0.2368367142789902
1,0,3,-0.407584276946681,0,False,-0.1790936528470799
1,0,1,1.9640609745735222,0,False,2.8497967245554197
1,0,1,-0.756355637464358,0,True,-0.28040444864614633
1,1,1,-0.756355637464358,0,True,-0.527405394292201
1,0,1,-2.478169566570024e-16,0,False,0.007002057098480544
1,0,1,-0.05881291642900406,0,False,-0.30078290504368715
1,0,1,0.2899584440886729,0,False,-0.21540419979192144
2,0,3,-0.756355637464358,0,False,1.603548710036848
1,0,1,-1.0353727258784995,0,True,0.04600220641101549
2,0,1,-1.1051269979820348,0,False,1.5719355369289725
3,1,1,-0.8958641816714288,0,True,-0.4471366107765355
1,0,1,-0.6866013653608226,0,True,-0.007052050761892409
1,0,2,-0.756355637464358,0,False,-0.14970124554467787
1,0,1,1.0572554372275622,0,True,0.11873221458844552
1,0,2,-0.756355637464358,0,False,0.1949757497309688
1,0,1,-0.756355637464358,0,False,-0.25405299640794704
3,0,2,0.6387298046063499,0,True,-0.0850523493869623
2,0,3,0.08069562777806671,0,True,1.2753852914971395
1,0,1,1.4060267977452392,0,False,-0.21575555248843076
1,0,1,0.1504498998816021,0,False,-0.04043055693027817
2,1,1,-0.5470928211537518,0,True,-0.527405394292201
1,0,2,1.0572554372275622,0,True,-0.30394507931227105
3,1,1,-1.3143898142926411,0,True,-0.527405394292201
1,0,2,0.010941355674531326,0,True,0.010866936760083106
2,1,3,0.6387298046063499,0,True,-0.527405394292201
3,1,1,0.847992620916956,0,True,-0.4183648391699294
1,0,1,-0.05881291642900406,0,False,1.119736046943509
1,0,1,-0.3378300048431456,0,False,0.35940881169733235
2,0,1,0.7084840767098852,0,False,3.78474624996673
3,0,1,1.196763981434633,0,False,1.7153230541253348
1,0,1,-0.5470928211537518,0,False,-0.3095667224564202
1,0,2,0.847992620916956,0,False,-0.25791787606954963
1,0,3,0.7782383488134206,0,False,0.43143611448174374
1,0,2,0.2202041719851375,0,False,-0.2487827059603072
