HomePlanet,CryoSleep,Destination,Age,VIP,Transported,Deck,Port,TotalSpend
3,0,1,0.0,0,True,1,0,0.0
3,0,1,39.0,0,True,1,0,1273.0
3,0,2,25.0,0,False,5,0,1778.0
2,0,1,36.0,0,False,6,0,2342.0
1,0,2,52.0,0,True,3,0,0.0
1,1,1,18.0,0,False,3,1,0.0
1,1,1,15.0,0,True,3,0,0.0
2,1,1,35.0,0,True,0,1,0.0
2,1,1,47.0,0,True,0,1,0.0
2,1,3,45.0,0,True,0,0,0.0
2,0,3,28.82793046746535,0,True,2,0,3927.72916912198
2,1,1,51.0,0,True,6,1,0.0
1,0,1,29.0,0,False,3,1,773.0
2,0,3,28.82793046746535,0,True,6,1,2981.0
1,1,2,19.0,0,False,3,0,0.0
1,1,3,24.0,0,True,5,0,173.72916912197996
3,0,1,29.0,0,True,1,0,1040.0
3,1,1,11.0,0,True,1,0,0.0
3,0,1,17.0,0,False,1,0,1337.0
1,0,1,13.0,0,False,4,0,982.0
1,0,1,35.0,0,False,1,0,732.0
1,0,1,21.0,0,False,1,0,794.0
1,0,3,21.0,0,False,1,1,1974.0
1,0,1,38.0,0,False,1,0,1544.0
1,1,1,19.0,0,True,3,0,0.0
1,1,1,2.0,0,True,3,0,0.0
1,0,1,0.0,0,True,3,0,0.0
1,1,1,13.0,0,False,3,0,0.0
1,0,1,25.0,0,False,4,0,379.72916912197996
1,0,1,16.0,0,False,1,0,1102.0
1,0,3,1.0,0,False,3,0,0.0
1,1,1,15.0,0,True,3,0,0.0
3,0,3,21.0,0,False,4,1,2356.0
3,0,1,23.0,0,False,4,1,1298.0
3,0,1,33.0,0,False,4,1,2134.0
3,1,1,21.0,0,True,4,1,0.0
3,0,1,41.0,0,False,4,1,2597.0
3,0,1,16.0,0,False,4,1,1370.0
3,1,1,42.0,0,False,4,1,0.0
3,0,1,20.0,0,False,1,1,1417.0
3,1,1,24.0,0,True,1,1,0.0
3,1,1,16.0,0,True,4,1,0.0
1,0,1,21.0,0,False,3,1,676.0
3,0,1,32.0,1,False,1,1,1820.0
1,1,2,58.0,0,True,3,0,0.0
1,0,1,24.0,0,False,1,1,803.0
3,0,1,30.0,0,False,1,1,1806.0
1,1,2,27.0,0,False,3,1,458.07720329024676
3,0,1,32.0,0,False,1,1,1750.0
1,0,1,43.0,0,False,1,0,1112.687617481203
2,1,1,42.0,0,True,0,0,0.0
3,0,1,37.0,0,False,3,1,1048.0
3,1,1,35.0,0,True,1,0,0.0
2,0,3,33.0,0,False,4,0,7177.0
1,0,1,18.0,0,False,1,1,1288.0
1,1,1,21.0,0,False,3,1,0.0
3,1,1,43.0,0,True,3,1,0.0
3,1,3,14.0,0,True,1,1,0.0
2,0,3,46.0,0,True,6,0,3578.0
2,0,1,33.0,0,False,6,0,12378.0
3,0,1,21.0,0,False,5,0,3261.0
2,0,1,33.0,0,False,6,1,9684.0
1,1,2,47.0,0,False,3,1,224.687617481203
1,1,3,54.0,0,True,6,1,0.0
1,0,1,30.0,0,False,1,0,1571.0
1,0,1,29.0,0,False,3,0,888.0
1,0,1,21.0,0,True,1,0,1290.0
2,1,1,24.0,0,True,2,1,0.0
3,0,3,21.0,0,False,1,1,1837.72916912198
3,1,1,60.0,0,True,1,1,0.0
1,0,1,22.0,0,False,1,1,704.0
2,0,1,26.0,0,False,4,1,7845.0
1,0,1,26.0,0,False,1,0,898.0
1,1,1,28.0,0,True,3,0,0.0
2,1,1,39.0,0,True,5,1,311.1387779083431
1,0,1,13.0,0,False,1,1,873.0
1,0,3,47.0,0,True,1,1,823.0
1,0,1,63.0,0,False,1,0,1393.0
2,1,3,28.82793046746535,0,True,5,1,0.0
1,0,3,50.0,0,True,1,0,2487.0
1,0,1,35.0,0,False,3,1,1192.8547912992358
1,0,1,45.0,0,False,3,0,444.0
1,0,1,19.0,0,True,1,0,2078.0
1,0,1,21.0,0,True,1,1,918.0
1,1,2,29.0,0,True,3,0,0.0
1,0,1,22.0,0,True,1,0,803.0
2,1,1,14.0,0,True,4,0,0.0
2,1,3,42.0,0,True,4,0,0.0
1,0,3,57.0,0,False,1,0,1488.0
2,1,3,39.0,0,True,3,1,0.0
2,0,1,28.0,0,False,0,0,2085.0
1,0,3,19.0,0,False,1,1,828.0
2,1,3,19.0,0,True,6,1,0.0
2,0,3,26.0,0,True,0,1,5877.0
2,1,1,17.0,0,True,0,1,0.0
2,0,1,43.0,0,True,0,1,0.0
2,0,3,9.0,0,True,0,1,0.0
2,0,1,40.0,0,True,5,1,7678.0
2,1,1,50.0,0,True,0,1,311.1387779083431
1,0,1,24.0,0,True,3,0,1433.0
2,1,3,57.0,0,True,2,0,0.0
1,1,1,16.0,0,False,3,1,0.0
1,0,1,23.0,0,False,1,0,1385.0
1,1,1,23.0,0,True,3,1,0.0
2,0,1,28.0,0,False,4,1,7439.0
2,0,3,23.0,0,False,6,0,3073.0
1,0,1,23.0,0,False,4,1,904.0
1,0,1,18.0,0,True,1,1,1359.0
1,0,1,18.0,0,False,1,1,1357.0
2,0,1,67.0,0,False,3,1,5171.687617481203
1,0,2,60.0,0,True,1,0,552.0
1,1,3,28.82793046746535,0,True,3,0,173.72916912197996
1,0,3,49.0,0,True,1,0,649.0
1,0,3,0.0,0,True,3,0,0.0
1,0,3,26.0,0,False,3,0,1790.0
1,1,2,35.0,0,True,3,1,0.0
2,0,1,24.0,0,True,0,1,2971.72916912198
2,1,1,20.0,0,True,0,1,304.8547912992357
1,0,1,18.0,0,False,3,1,313.1387779083431
1,0,1,21.0,0,False,3,1,312.8547912992357
1,0,1,59.0,1,False,1,1,1227.0
1,1,2,13.0,0,False,3,1,0.0
1,1,3,43.0,0,False,3,0,0.0
1,1,1,29.0,0,False,3,1,0.0
1,0,1,19.0,0,True,3,1,803.0
2,0,1,2.0,0,True,6,1,0.0
2,0,1,32.0,0,True,6,1,5146.0
2,0,1,33.0,0,False,6,1,2168.0
1,0,1,25.0,0,False,1,0,803.0
3,1,3,29.0,0,True,1,0,0.0
3,0,1,29.0,0,False,1,1,7404.0
1,0,1,44.0,0,False,1,0,712.0
3,1,3,2.0,0,True,1,1,0.0
3,0,1,19.0,0,True,1,1,2460.0
3,0,3,0.0,0,True,1,1,0.0
1,1,1,18.0,0,True,3,1,173.72916912197996
2,1,3,38.0,0,True,0,1,0.0
1,1,2,5.0,0,False,3,0,0.0
1,0,2,31.0,0,False,1,0,1302.0
3,1,1,30.0,0,False,4,1,0.0
1,1,3,15.0,0,True,3,0,0.0
3,0,1,27.0,0,False,1,1,1868.0
3,0,1,22.0,0,True,5,0,3223.0
3,0,1,36.0,0,True,3,1,2385.0
1,1,2,14.0,0,True,3,0,0.0
3,0,1,23.0,0,False,1,0,4976.0
1,1,1,18.0,0,True,3,1,0.0
2,1,3,36.0,0,True,0,0,0.0
1,0,1,41.0,0,False,1,1,2118.6876174812032
1,1,1,50.0,0,True,3,1,0.0
1,1,2,32.0,0,True,3,1,0.0
1,0,2,26.0,0,False,1,1,689.0
1,0,1,15.0,0,False,1,1,715.0
1,0,3,33.0,0,True,1,1,733.0
1,0,3,28.82793046746535,0,False,3,1,706.0
3,0,1,26.0,0,False,1,0,7405.0
3,1,1,61.0,0,True,1,0,0.0
1,0,1,24.0,0,True,3,1,827.0
1,0,1,30.0,0,False,1,0,1559.0
3,1,1,24.0,0,True,1,0,0.0
1,0,1,24.0,0,False,1,0,2771.0
1,1,1,41.0,0,False,3,0,0.0
1,0,1,20.0,0,False,4,0,788.0
1,0,1,22.0,0,True,3,1,908.0
2,0,3,63.0,0,False,6,1,9432.0
2,0,3,18.0,0,False,0,1,6065.0
2,1,3,21.0,0,True,0,1,0.0
2,0,1,79.0,0,False,0,1,10645.0
2,1,1,56.0,0,True,0,1,0.0
2,1,1,13.0,0,True,0,1,0.0
2,0,1,33.0,0,False,0,1,4729.0
2,1,1,32.0,0,True,0,1,0.0
1,0,1,31.0,0,True,3,0,953.0
2,1,3,26.0,0,True,3,1,0.0
2,1,3,18.0,0,True,0,0,0.0
2,1,3,38.0,0,True,0,0,173.72916912197996
1,0,1,23.0,0,False,3,0,720.0
1,0,1,28.0,0,False,3,1,4688.0
1,1,2,34.0,0,False,3,1,0.0
1,0,3,0.0,0,True,3,1,0.0
1,0,1,14.0,0,True,3,1,909.0
1,0,1,23.0,0,False,3,0,888.0
1,1,1,49.0,0,False,3,0,0.0
1,1,1,14.0,0,False,3,1,0.0
1,0,1,18.0,0,False,4,0,791.0
2,0,2,27.0,1,True,6,0,6784.0
1,0,1,48.0,0,False,4,0,1619.0
2,0,3,31.0,1,False,0,0,25400.0
2,0,3,61.0,0,False,0,0,4445.0
1,1,1,18.0,0,True,3,1,0.0
3,1,1,45.0,0,True,1,1,0.0
3,0,1,22.0,0,False,5,1,6498.0
3,0,1,30.0,1,False,5,1,1056.0
3,0,1,30.0,0,False,5,1,1783.0
1,1,3,32.0,1,True,5,1,0.0
3,0,1,43.0,1,True,5,0,1251.0
1,0,3,17.0,0,False,1,0,952.0772032902468
1,0,1,23.0,0,False,3,0,1944.687617481203
1,0,1,20.0,0,False,1,0,693.0
1,1,1,39.0,0,False,3,0,0.0
3,0,1,35.0,0,False,4,0,1299.0
3,0,1,31.0,0,False,1,1,1118.0
1,0,3,21.0,0,False,1,1,717.0
1,0,1,16.0,0,False,1,0,932.0
2,0,1,60.0,0,True,6,0,14744.0
1,0,1,18.0,0,False,1,0,569.0
1,1,1,42.0,0,False,3,1,0.0
2,1,3,68.0,0,True,0,0,0.0
2,0,3,22.0,0,False,0,0,7878.0
2,1,1,59.0,0,True,0,0,0.0
2,0,1,28.82793046746535,0,True,0,0,3662.0
3,0,1,37.0,0,False,1,0,1157.0
3,1,1,3.0,0,True,1,0,0.0
3,1,1,31.0,0,True,1,0,0.0
2,0,1,31.0,0,True,4,0,9414.077203290246
2,0,1,29.0,0,True,6,1,7972.0
2,0,3,20.0,0,True,2,1,10345.0
2,1,3,46.0,0,True,2,1,0.0
1,0,1,29.0,0,True,1,1,1042.0
3,1,1,43.0,0,True,1,0,0.0
3,0,1,17.0,0,False,1,1,1493.0
2,0,3,27.0,0,True,0,0,0.0
2,0,1,47.0,0,False,0,0,7513.0
3,1,1,45.0,0,True,1,1,0.0
1,1,1,17.0,0,True,3,1,0.0
1,0,3,10.0,0,True,3,1,0.0
1,0,2,56.0,0,False,3,1,679.0
1,0,1,39.0,0,False,1,1,871.0
1,0,2,40.0,0,False,1,1,873.0
2,1,1,40.0,0,True,0,1,224.687617481203
2,0,3,34.0,0,False,6,0,7898.687617481203
1,0,3,32.0,0,False,1,1,722.0
1,0,1,35.0,0,False,1,0,1050.0
3,0,1,32.0,1,False,5,0,3015.0
1,0,1,26.0,1,False,1,0,2005.0
1,0,1,25.0,0,False,1,1,2175.0
1,0,1,26.0,0,False,4,1,792.0
2,1,3,22.0,0,True,0,0,0.0
1,0,1,22.0,0,True,1,1,804.0
1,0,1,24.0,0,False,4,0,789.0
1,1,2,32.0,0,True,3,0,0.0
1,1,1,11.0,0,True,3,1,0.0
3,1,1,22.0,0,True,4,1,0.0
2,1,1,19.0,0,True,0,1,0.0
2,1,3,34.0,0,True,3,1,0.0
2,1,1,74.0,0,True,0,1,0.0
2,0,3,28.0,1,True,0,1,5043.0
2,1,1,42.0,0,True,0,1,0.0
2,1,1,43.0,0,True,0,1,0.0
1,0,1,55.0,0,False,1,1,715.0
1,0,2,19.0,0,True,3,0,773.0
1,1,1,6.0,0,False,3,0,0.0
1,0,1,7.0,0,False,3,0,0.0
2,1,3,28.0,0,True,5,1,0.0
1,0,1,15.0,0,False,1,1,2217.0
1,1,2,24.0,0,True,3,1,0.0
1,0,2,31.0,0,True,4,1,869.0
1,0,1,22.0,0,True,1,1,884.0
1,0,3,1.0,0,True,3,1,0.0
1,1,1,50.0,0,False,3,1,0.0
3,0,1,34.0,0,False,1,0,1468.1387779083432
3,0,1,14.0,0,False,1,0,1861.0
1,0,1,19.0,0,False,4,0,1620.0
1,0,1,28.82793046746535,0,True,4,0,826.0
1,0,1,36.0,0,False,1,0,865.0
1,1,1,34.0,0,False,3,1,0.0
3,1,3,25.0,0,True,1,1,304.8547912992357
1,1,1,36.0,0,True,1,1,0.0
2,0,1,16.0,0,False,0,0,5400.0
2,0,3,30.0,0,True,0,0,7976.0
1,0,2,37.0,0,False,1,1,862.0
1,1,3,15.0,0,True,3,1,0.0
1,0,1,36.0,0,False,4,0,990.0
3,0,2,27.0,0,False,1,0,519.687617481203
3,1,1,27.0,0,True,1,0,0.0
3,1,1,12.0,0,True,1,0,0.0
1,0,1,22.0,0,False,4,0,1624.0
1,0,1,27.0,0,False,3,0,556.687617481203
1,1,1,13.0,0,True,3,1,0.0
1,0,1,27.0,0,False,4,1,788.0
1,0,1,28.0,0,False,1,1,629.0
2,0,3,21.0,0,False,0,1,3436.0
2,0,1,39.0,0,False,6,1,6527.0
1,1,2,28.0,0,False,3,0,173.72916912197996
1,1,1,14.0,0,True,3,1,0.0
2,1,3,27.0,0,True,3,1,458.07720329024676
2,1,3,46.0,0,True,0,1,311.1387779083431
3,1,3,27.0,0,True,1,1,0.0
3,0,1,21.0,0,False,4,1,0.0
3,0,3,21.0,0,True,5,0,2344.0
2,0,1,42.0,0,False,4,0,2688.138777908343
3,0,1,22.0,0,False,3,1,1298.0
3,0,1,10.0,0,True,1,1,0.0
3,0,1,43.0,0,False,1,1,1897.0
3,0,1,42.0,0,False,4,1,1297.0
2,1,3,18.0,0,True,0,1,0.0
2,1,3,54.0,0,True,0,1,0.0
2,1,1,24.0,0,True,0,1,0.0
2,0,1,64.0,0,False,0,1,2901.0
2,1,3,18.0,0,True,0,1,0.0
1,1,3,53.0,0,True,0,1,0.0
3,1,1,23.0,0,True,1,1,0.0
1,0,1,39.0,0,True,3,1,0.0
2,0,1,59.0,0,True,6,0,16844.0
2,0,3,32.0,0,True,5,1,5936.0
2,1,1,55.0,0,True,5,1,0.0
1,1,2,21.0,0,True,3,0,0.0
2,1,1,50.0,0,True,0,1,0.0
2,0,3,55.0,0,False,2,1,5022.0
1,0,1,28.82793046746535,0,False,1,0,1521.0
1,1,1,35.0,0,True,1,1,0.0
1,1,1,28.82793046746535,0,True,3,1,0.0
1,0,1,55.0,0,False,3,1,824.9319945894824
1,0,1,23.0,0,True,4,1,606.8547912992358
1,0,1,42.0,0,False,4,0,906.0
1,0,1,35.0,0,True,4,1,2505.0
1,1,1,47.0,0,True,3,1,0.0
3,0,3,28.82793046746535,0,False,1,1,1190.0
3,1,1,34.0,0,True,1,1,0.0
2,0,1,46.0,0,False,6,0,11141.0
1,1,2,26.0,0,False,3,0,0.0
1,1,3,1.0,0,False,3,0,0.0
1,1,3,28.82793046746535,0,True,3,0,0.0
3,0,1,33.0,0,False,5,0,961.0
2,0,1,34.0,0,False,0,0,8476.0
2,0,1,49.0,0,False,0,0,5863.0
1,0,1,22.0,0,False,3,0,677.0
1,0,1,28.0,0,True,1,0,1078.0
2,1,1,28.82793046746535,0,True,6,0,173.72916912197996
2,1,3,36.0,0,True,6,0,0.0
1,1,3,30.0,0,True,6,0,0.0
2,1,1,49.0,0,True,6,0,0.0
2,0,1,38.0,0,False,6,0,7268.0
3,1,1,31.0,0,True,1,1,0.0
1,0,1,17.0,0,False,1,1,1532.0
1,0,1,26.0,0,False,3,0,887.0
1,0,1,23.0,0,False,1,0,740.0
1,0,3,24.0,0,False,1,1,2459.0
1,0,1,23.0,0,False,1,1,865.0
1,0,1,24.0,0,True,4,1,791.0
3,0,2,32.0,0,True,5,1,919.0
3,1,1,43.0,0,True,1,1,0.0
1,0,1,23.0,0,True,1,1,787.0
1,0,1,42.0,0,False,3,1,849.0
2,1,3,29.0,0,True,6,1,0.0
2,1,1,40.0,0,True,6,0,0.0
2,0,1,37.0,0,True,6,0,7270.0
2,1,3,61.0,0,True,6,0,0.0
2,0,1,33.0,0,False,6,0,2691.0
1,0,1,19.0,0,True,1,1,1448.0
1,0,2,21.0,0,False,1,1,671.0
1,0,1,4.0,0,False,3,1,0.0
1,0,2,12.0,0,True,3,1,0.0
1,0,1,44.0,0,True,1,1,1839.0
1,0,1,22.0,0,False,3,1,774.0
3,0,3,33.0,0,False,1,0,1905.0
2,1,3,32.0,0,True,0,0,0.0
2,1,1,28.0,0,True,0,0,0.0
2,0,1,28.0,0,False,0,0,5461.0
3,0,1,31.0,0,False,1,0,1309.0
3,1,1,13.0,0,True,4,1,0.0
1,1,1,14.0,0,True,3,1,0.0
2,0,1,33.0,0,False,5,1,1946.0
2,1,3,28.82793046746535,0,True,5,1,304.8547912992357
1,0,1,23.0,0,True,1,0,644.0
2,0,1,36.0,1,True,6,1,6634.0
2,1,3,22.0,0,True,6,0,0.0
2,1,1,19.0,0,False,6,0,0.0
2,1,1,42.0,0,True,6,0,0.0
2,1,1,30.0,0,True,6,0,304.8547912992357
2,1,3,16.0,0,True,6,0,0.0
2,0,1,55.0,0,False,6,0,4924.0
2,1,1,55.0,0,True,6,0,0.0
1,0,1,19.0,0,False,1,1,2786.0
1,0,1,28.82793046746535,0,False,1,0,1206.8547912992358
2,1,1,18.0,0,True,4,0,0.0
1,0,1,21.0,0,False,1,1,1193.0772032902469
1,0,1,65.0,0,False,3,0,626.0
1,0,1,55.0,0,True,1,1,880.0
1,0,1,50.0,0,False,3,1,457.687617481203
1,1,1,49.0,0,True,3,0,0.0
1,0,1,22.0,0,False,4,1,788.0
3,1,1,33.0,0,True,1,0,0.0
3,1,1,3.0,0,True,1,1,0.0
3,1,1,0.0,0,True,1,1,0.0
3,1,1,33.0,0,True,1,1,0.0
3,1,1,48.0,0,True,1,0,0.0
3,1,1,5.0,0,True,1,0,0.0
3,0,1,23.0,0,False,5,0,3740.0
2,1,1,53.0,0,True,5,0,0.0
3,0,1,18.0,0,False,1,0,1688.0
1,1,2,20.0,0,False,3,0,0.0
1,0,1,23.0,0,False,4,0,787.0
1,0,1,48.0,0,False,3,0,1777.0
1,1,2,19.0,0,False,3,1,0.0
3,0,1,28.82793046746535,0,False,5,0,2383.0
1,0,3,9.0,0,False,3,1,0.0
1,0,1,24.0,0,False,4,1,1011.687617481203
3,0,1,46.0,0,True,1,0,2902.854791299236
1,1,1,23.0,0,True,3,0,0.0
1,1,1,21.0,0,False,3,0,0.0
1,1,1,19.0,0,False,3,1,478.5839604212157
3,0,1,0.0,0,True,1,0,0.0
3,0,1,4.0,0,True,1,0,458.07720329024676
3,0,1,26.0,0,False,1,0,1428.0
3,1,1,9.0,0,True,1,0,0.0
2,0,1,24.0,0,True,6,1,5013.0
3,1,1,24.0,0,True,1,0,0.0
3,0,1,25.0,0,False,4,0,0.0
3,1,1,21.0,0,True,1,0,0.0
1,0,1,21.0,0,False,1,0,759.0
2,0,1,37.0,0,False,6,0,11140.0
2,0,3,44.0,0,False,6,0,4769.138777908343
2,0,1,43.0,0,False,6,0,3389.854791299236
1,0,1,7.0,0,True,3,0,0.0
3,0,1,33.0,0,False,1,0,431.72916912197996
1,0,1,24.0,0,False,1,0,1194.0772032902469
1,1,2,31.0,0,True,3,1,0.0
2,1,1,27.0,1,True,0,0,0.0
1,0,1,34.0,0,True,3,1,311.1387779083431
1,1,1,58.0,0,False,3,1,0.0
1,0,1,7.0,0,True,3,1,0.0
1,1,3,3.0,0,True,3,1,0.0
1,0,3,21.0,0,True,3,0,957.0
1,0,2,21.0,0,False,1,0,757.0
2,1,1,39.0,0,True,6,1,0.0
2,1,3,43.0,0,True,6,1,0.0
1,1,1,22.0,0,True,3,1,0.0
1,0,1,44.0,0,True,1,0,1319.0
1,0,1,38.0,0,False,3,0,1018.0
3,1,1,32.0,0,True,1,1,0.0
3,1,1,55.0,0,True,1,1,0.0
3,0,2,31.0,1,False,5,0,779.0
1,0,1,39.0,0,False,1,0,2019.0
1,0,1,35.0,0,True,3,1,1778.0
1,0,1,37.0,0,False,4,1,994.0
1,0,3,13.0,0,False,1,0,705.0
