HomePlanet,CryoSleep,Destination,Age,VIP,Transported,Deck,Port,TotalSpend
2,0,1,32.0,0,False,4,0,1751.0
1,0,1,35.0,0,True,3,1,1778.0
3,0,1,9.0,0,True,1,1,0.0
1,0,1,28.0,0,True,1,1,891.0
2,0,1,4.0,0,True,6,0,0.0
2,0,1,30.0,0,True,4,0,2879.0
2,1,3,28.0,0,True,0,0,0.0
3,0,1,49.0,0,True,5,1,1058.0
1,0,3,14.0,0,True,4,1,362.345007183908
1,0,1,28.0,0,True,4,1,636.0
3,1,1,45.0,0,True,1,1,0.0
1,0,1,32.0,0,True,3,0,907.0
1,0,3,19.0,0,True,1,1,1175.0243902439024
2,0,3,47.0,0,False,6,0,1776.0
1,1,1,40.0,0,True,3,0,0.0
2,1,3,53.0,0,True,0,1,174.119553474973
3,0,1,63.0,0,False,4,1,1491.0243902439024
1,1,3,18.0,0,True,3,0,0.0
1,1,1,43.0,0,True,3,1,0.0
3,0,1,29.0,0,False,5,0,3370.0
1,1,1,2.0,0,True,3,1,0.0
2,0,1,38.0,0,False,6,0,7113.0
1,1,1,16.0,0,True,1,0,484.46456065888106
2,0,1,43.0,0,False,6,0,3395.345007183908
1,0,3,20.0,0,True,1,1,717.0
1,1,1,26.0,0,True,3,1,0.0
1,1,2,52.0,0,False,3,0,0.0
1,1,2,17.0,0,True,3,0,0.0
2,0,1,57.0,0,True,0,1,0.0
1,0,1,19.0,0,True,1,0,1169.0
2,0,1,26.0,0,False,0,1,2059.0
2,0,1,44.0,0,True,6,0,0.0
1,0,1,38.0,0,False,4,0,787.0
1,0,1,27.0,0,True,1,0,796.0
3,0,3,55.0,0,False,1,1,1687.0
1,0,1,43.0,0,True,3,1,706.0
3,0,1,27.0,1,False,5,0,1737.0
3,0,3,36.0,0,True,4,1,9155.0
2,1,3,26.0,0,True,3,0,0.0
1,0,3,24.0,0,False,1,0,692.0
1,0,3,21.0,0,False,3,0,4393.0
2,0,1,57.0,0,True,5,0,0.0
1,0,1,47.0,0,False,4,0,1608.0
2,0,1,30.0,0,True,6,0,14180.0
1,1,1,3.0,0,False,3,0,0.0
2,0,1,60.0,0,True,5,0,2086.1257613758507
1,0,1,30.0,0,True,1,0,801.0
2,0,1,27.0,0,False,6,0,5983.0
1,0,1,26.0,0,True,3,0,3855.0
1,0,1,28.0,0,False,3,0,1821.0
1,0,1,63.0,0,True,1,1,645.0
1,0,1,34.0,0,False,5,1,3097.0
3,0,1,13.0,0,False,1,1,1993.345007183908
2,1,3,25.0,0,True,6,1,0.0
1,1,1,28.843144292893037,0,True,3,0,0.0
1,0,1,3.0,0,True,3,0,0.0
1,0,1,43.0,0,False,1,1,1979.0
1,1,1,4.0,0,True,3,0,0.0
2,0,1,40.0,0,True,6,0,4313.0
3,0,1,35.0,0,False,5,1,808.0
2,1,3,19.0,0,True,0,1,0.0
1,0,3,4.0,0,True,3,0,0.0
1,0,1,27.0,0,True,1,1,1358.0
2,1,3,39.0,0,True,6,1,0.0
1,1,3,22.0,0,True,3,1,0.0
1,1,2,4.0,0,True,3,0,0.0
1,0,2,26.0,0,False,3,0,540.0
1,0,1,58.0,0,False,1,0,1934.0
1,0,1,21.0,0,False,1,0,723.0
1,0,1,19.0,0,True,1,0,607.0
1,0,1,23.0,0,True,4,1,788.0
1,0,1,35.0,0,False,3,0,1437.0
3,1,1,47.0,0,True,4,0,470.12576137585097
3,0,1,26.0,0,False,5,0,1719.0
2,0,1,33.0,1,True,6,0,7714.0
2,0,2,38.0,1,False,6,1,9523.0
1,0,1,18.0,0,False,1,1,803.0
3,1,1,27.0,0,True,1,1,0.0
1,1,1,12.0,0,True,3,0,0.0
3,0,1,18.0,0,False,4,1,0.0
2,0,1,23.0,0,True,6,1,6384.0
1,0,3,60.0,0,False,3,1,706.0
3,0,1,18.0,0,False,5,0,3739.0
1,1,1,40.0,0,True,3,0,0.0
1,1,1,4.0,0,False,3,1,0.0
2,1,3,14.0,0,True,0,1,228.45643227768832
3,1,1,42.0,0,True,1,1,0.0
1,0,1,21.0,0,True,1,1,2184.0
1,0,1,17.0,0,False,3,0,849.0
3,1,1,31.0,0,True,1,0,0.0
2,0,3,31.0,0,False,6,0,28074.0
1,0,1,24.0,0,False,3,1,721.0
2,1,1,50.0,0,True,5,0,174.119553474973
1,0,2,16.0,0,False,1,1,670.0
2,0,1,40.0,0,False,0,0,2018.0
1,0,1,51.0,0,False,1,0,902.0
2,0,3,30.0,0,False,2,0,10641.0
3,1,1,20.0,0,True,1,0,0.0
2,0,3,74.0,0,False,6,0,7761.0
1,1,1,1.0,0,False,3,0,0.0
1,1,3,55.0,0,False,3,1,0.0
2,1,1,37.0,0,True,0,0,0.0
1,0,2,33.0,0,False,1,0,1116.0
1,1,1,32.0,0,True,3,0,0.0
3,1,1,36.0,0,True,1,0,0.0
1,1,1,22.0,0,True,3,1,0.0
1,0,1,41.0,0,True,1,1,803.0
2,0,1,42.0,0,False,2,0,9069.0
1,1,2,28.0,0,True,3,0,0.0
2,0,3,21.0,0,True,6,0,7744.0
1,0,1,13.0,0,False,1,1,1240.0243902439024
1,0,3,37.0,0,True,1,0,895.0
2,1,3,37.0,0,True,6,0,0.0
1,1,2,19.0,0,False,3,0,0.0
1,0,1,53.0,0,False,1,1,1442.0
2,0,3,40.0,0,True,2,1,2106.0
2,0,1,37.0,0,False,0,1,8979.0
1,0,1,29.0,0,False,1,0,1311.0
1,0,2,63.0,0,False,3,0,891.0
2,0,1,58.0,0,True,0,1,3467.0
1,0,1,29.0,0,False,3,1,773.0
2,1,1,67.0,0,True,4,1,0.0
3,0,1,43.0,1,True,5,0,1251.0
1,1,1,50.0,0,False,3,0,0.0
1,0,1,18.0,0,False,4,0,981.0
1,0,1,55.0,0,True,4,1,861.0
2,1,1,34.0,0,True,0,1,0.0
1,1,3,53.0,0,True,0,1,0.0
3,0,1,46.0,0,False,1,0,1573.0
1,1,1,2.0,0,True,3,0,0.0
1,0,1,18.0,0,False,1,0,694.0
1,0,3,44.0,0,False,1,1,692.0
1,0,1,22.0,0,False,3,0,627.0
3,1,1,42.0,0,False,4,1,0.0
3,1,1,21.0,0,True,1,0,0.0
3,0,1,19.0,0,False,1,1,1769.0
2,1,3,23.0,0,True,6,0,0.0
1,0,1,55.0,0,True,1,1,1264.0
3,0,1,19.0,0,True,1,0,1325.0
1,0,1,26.0,0,False,4,1,790.0
1,1,2,25.0,0,True,3,0,0.0
3,1,1,36.0,0,True,1,1,174.119553474973
1,0,1,24.0,0,False,3,0,621.0
1,1,1,13.0,0,True,3,1,0.0
1,0,1,23.0,0,True,4,0,4000.0
2,0,1,29.0,0,True,4,0,3362.119553474973
1,1,3,27.0,0,True,3,1,0.0
1,0,1,24.0,0,False,4,1,906.0
1,0,1,37.0,0,False,4,1,991.0
1,0,3,30.0,0,False,4,1,791.0
3,1,1,10.0,0,True,1,1,0.0
1,0,1,19.0,0,False,1,1,949.0
3,0,1,24.0,0,False,1,0,1740.119553474973
3,1,1,19.0,0,True,1,0,0.0
1,0,3,44.0,0,False,1,0,699.0
3,1,1,43.0,0,True,1,0,0.0
1,1,2,13.0,0,False,3,1,0.0
3,0,1,21.0,0,False,4,1,1896.0
1,0,2,28.843144292893037,0,False,3,0,774.0
1,0,1,18.0,0,False,4,0,906.0
2,1,1,15.0,0,True,6,1,0.0
1,1,2,30.0,0,True,3,1,0.0
1,0,1,25.0,0,False,1,0,1507.0
1,1,1,16.0,0,False,3,0,0.0
1,0,1,30.0,0,False,1,0,1385.0
2,0,1,48.0,0,True,0,0,0.0
1,1,2,28.0,0,True,3,1,0.0
2,0,1,65.0,0,False,2,1,2506.119553474973
3,0,3,24.0,0,False,1,0,1413.0
1,1,1,18.0,0,True,3,0,0.0
1,0,1,24.0,0,True,1,1,1392.0
1,0,1,18.0,0,False,1,0,2141.0
1,0,1,16.0,0,True,4,1,1609.0
1,0,3,35.0,0,False,1,0,702.0
1,0,1,30.0,0,False,3,0,3967.0
1,0,1,23.0,0,True,1,1,724.0
2,1,3,19.0,0,True,6,1,0.0
1,0,1,18.0,0,False,1,0,801.0
1,0,1,5.0,0,True,3,1,0.0
1,0,3,12.0,0,True,3,1,0.0
1,0,2,32.0,0,False,1,0,827.0
1,0,1,14.0,0,True,3,1,846.0
3,1,1,19.0,0,True,3,0,0.0
1,1,3,0.0,0,True,3,1,0.0
1,0,1,43.0,0,False,4,0,997.0
2,0,3,29.0,0,True,6,1,4434.0
3,0,1,19.0,0,False,4,1,3644.0
2,1,3,29.0,0,True,0,0,0.0
1,0,1,35.0,0,False,1,1,901.0
2,0,3,35.0,0,False,0,0,17003.0
2,1,3,27.0,0,True,0,0,174.119553474973
3,1,1,32.0,0,True,1,1,0.0
1,0,3,0.0,0,True,3,1,0.0
1,0,1,18.0,0,False,3,0,1800.0
3,0,3,0.0,0,True,1,1,0.0
1,1,1,23.0,0,True,3,1,0.0
1,1,1,41.0,0,True,3,0,0.0
1,0,1,18.0,0,True,3,1,1119.345007183908
1,0,3,14.0,0,False,1,0,1985.125761375851
3,0,1,35.0,1,False,4,1,1298.0
1,0,1,42.0,0,False,3,1,882.0
1,1,2,18.0,0,False,3,1,0.0
1,1,1,53.0,0,False,3,1,0.0
2,1,3,48.0,0,True,6,0,0.0
2,1,1,39.0,0,True,0,1,0.0
1,0,1,13.0,0,False,1,1,1077.0
1,1,1,41.0,0,True,3,1,0.0
1,0,1,17.0,0,True,4,1,1211.4564322776882
2,1,1,23.0,0,True,4,0,0.0
1,0,1,28.0,0,False,1,1,2414.0
1,1,1,29.0,0,False,3,1,0.0
2,0,1,38.0,0,False,2,1,2129.0
1,0,1,64.0,0,False,3,0,908.0
2,0,1,58.0,0,True,0,1,3434.0
2,1,1,23.0,0,True,0,0,0.0
1,0,1,21.0,0,False,3,0,958.119553474973
1,1,1,50.0,0,False,3,1,0.0
1,0,1,55.0,0,True,1,1,806.0
1,0,1,48.0,0,True,1,1,800.0
3,0,3,18.0,0,True,1,1,1172.0
2,0,1,46.0,0,False,6,0,3186.0
1,0,1,41.0,0,True,1,1,640.0
3,1,1,49.0,0,True,1,1,228.45643227768832
3,1,1,32.0,0,True,1,1,0.0
1,0,1,18.0,0,True,1,1,759.0
3,1,1,21.0,0,True,1,1,0.0
2,1,3,58.0,0,True,6,0,0.0
2,0,3,20.0,0,True,0,1,2822.0
2,1,1,74.0,0,True,0,1,0.0
3,0,1,56.0,0,False,4,0,1014.0
3,1,1,36.0,0,True,1,0,0.0
3,1,1,25.0,0,False,4,0,0.0
1,1,3,21.0,0,True,3,0,0.0
1,0,1,48.0,0,False,3,0,1777.0
2,1,1,44.0,0,True,0,1,0.0
3,0,1,49.0,0,False,4,1,1297.0
2,0,3,19.0,0,True,5,0,3140.0
1,0,1,4.0,0,False,4,0,0.0
2,1,1,17.0,0,True,0,0,0.0
1,1,1,37.0,0,True,3,0,0.0
3,1,1,38.0,0,True,1,0,0.0
2,0,1,37.0,0,True,0,0,8606.0
1,0,1,28.0,0,True,1,1,717.0
1,0,1,24.0,0,False,1,1,778.0
1,0,2,22.0,0,False,3,1,617.0
1,0,1,22.0,0,True,4,1,846.0
1,0,2,23.0,0,False,1,0,2096.119553474973
3,1,1,19.0,0,True,1,1,0.0
1,1,2,21.0,0,False,3,0,0.0
1,0,1,11.0,0,False,3,0,0.0
1,0,1,50.0,0,False,4,1,790.0
3,0,2,49.0,0,False,5,1,1775.0
1,0,2,22.0,0,False,1,0,598.0
1,0,1,25.0,0,False,3,1,1821.0
1,0,1,22.0,0,False,3,0,677.0
1,0,2,56.0,0,False,1,1,415.345007183908
1,1,1,33.0,0,True,3,1,0.0
3,1,1,29.0,0,True,3,0,0.0
2,1,3,26.0,0,True,6,0,0.0
1,0,1,23.0,0,False,3,1,809.0
1,0,1,22.0,0,False,3,1,0.0
1,1,1,16.0,0,True,3,1,0.0
1,1,1,21.0,0,False,3,0,310.345007183908
2,0,3,37.0,0,False,2,1,4842.0
1,0,1,16.0,0,True,1,0,1332.0
2,1,3,29.0,0,True,0,1,0.0
2,0,3,35.0,0,True,4,0,18118.0
3,0,3,37.0,0,False,5,0,783.0
3,0,1,26.0,1,False,1,0,1432.0
2,1,3,15.0,0,True,0,1,0.0
2,0,3,25.0,0,False,0,1,18404.0
2,0,1,55.0,0,True,6,1,3675.0
1,0,1,23.0,0,True,1,1,1288.0
3,0,1,36.0,0,True,3,0,2385.0
2,0,1,39.0,0,True,6,1,3987.0243902439024
1,0,1,18.0,0,False,3,0,705.0
3,1,1,31.0,0,True,1,0,0.0
2,0,3,48.0,1,True,0,1,2654.0
1,0,1,8.0,0,True,3,1,0.0
1,0,2,23.0,0,False,1,0,1233.0
1,0,1,24.0,0,False,1,0,827.0
1,0,3,23.0,0,False,1,0,991.345007183908
1,0,1,57.0,0,False,6,0,9612.0
1,0,1,18.0,0,True,1,1,703.0
1,1,1,18.0,0,True,1,0,0.0
1,0,1,28.843144292893037,0,False,1,0,1521.0
1,0,1,28.0,0,False,1,0,645.0
1,0,1,33.0,0,False,3,0,888.0
2,0,3,18.0,0,False,0,1,6065.0
1,0,1,14.0,0,True,4,0,1632.0
2,0,1,13.0,0,False,6,0,5975.024390243902
3,1,1,16.0,0,True,3,0,228.45643227768832
1,0,1,19.0,0,True,1,0,1481.0
1,0,2,18.0,0,False,1,0,1075.0
1,0,1,44.0,0,True,1,1,1839.0
1,0,2,18.0,0,False,1,1,2056.0
1,0,1,18.0,0,False,1,0,778.0
3,0,2,38.0,0,True,5,0,1259.0
2,0,3,30.0,0,True,0,0,5131.0
1,0,1,49.0,0,False,3,1,887.0
1,0,1,31.0,0,False,1,1,1386.0
2,1,1,21.0,0,True,0,0,0.0
1,0,2,44.0,0,True,1,1,636.0
3,1,1,10.0,0,True,1,0,0.0
1,0,2,29.0,0,True,1,1,1532.0
2,1,3,38.0,0,True,0,1,0.0
3,1,1,41.0,0,True,1,1,310.345007183908
1,0,1,28.0,0,False,3,1,4688.0
1,0,1,24.0,0,False,1,1,2524.0
2,0,1,39.0,0,False,6,1,12273.0
3,0,1,46.0,0,False,1,1,6383.125761375851
1,0,1,21.0,0,False,3,1,620.0
1,0,2,41.0,0,False,3,1,767.0
1,0,3,40.0,0,False,1,1,2729.0
1,0,2,32.0,0,False,4,0,793.0
1,0,2,42.0,0,True,3,1,734.125761375851
3,0,1,0.0,0,True,1,1,0.0
1,0,3,22.0,0,False,1,0,737.0
2,0,3,42.0,0,False,0,0,4140.0
1,1,1,24.0,0,True,3,1,0.0
1,0,1,28.843144292893037,0,False,1,1,644.0
3,0,1,27.0,0,True,1,1,1165.0
1,0,1,24.0,0,True,3,1,809.0
1,0,1,21.0,0,True,4,0,826.0
2,0,3,45.0,1,False,5,0,9480.0
2,1,1,17.0,0,True,0,1,0.0
1,0,1,15.0,0,False,1,1,697.0
1,1,1,4.0,0,True,3,0,0.0
1,0,3,21.0,0,False,1,0,574.0
1,0,1,24.0,0,True,1,0,865.0
1,1,1,22.0,0,False,3,0,0.0
1,0,2,32.0,0,False,1,0,741.0
2,0,1,50.0,0,True,6,1,5633.0
2,1,1,15.0,0,True,0,0,0.0
1,0,1,46.0,0,True,1,1,1029.0
3,0,1,32.0,0,False,1,1,2366.0
1,0,1,20.0,0,True,4,0,788.0
2,0,3,36.0,1,True,0,1,11737.0
3,0,1,29.0,0,False,1,0,2366.0
2,1,3,22.0,0,True,5,0,0.0
3,1,1,1.0,0,True,1,1,318.0243902439024
1,1,1,1.0,0,True,3,0,0.0
3,0,2,41.0,0,True,5,1,1363.4564322776882
1,1,1,1.0,0,True,3,1,0.0
2,0,3,31.0,0,True,0,1,5542.0
2,0,3,19.0,0,False,0,1,18117.0
3,0,1,33.0,0,False,5,0,1182.0
1,1,1,1.0,0,True,3,1,0.0
1,1,2,44.0,0,True,3,1,0.0
1,1,2,7.0,0,True,3,1,0.0
3,1,1,28.843144292893037,0,True,1,0,0.0
3,1,3,21.0,0,True,5,0,0.0
2,0,1,31.0,0,False,0,0,0.0
2,1,1,28.0,0,True,3,0,0.0
2,0,1,50.0,0,False,2,1,3858.0
3,1,1,26.0,0,True,1,1,0.0
1,0,1,47.0,0,False,3,1,889.0
1,0,1,38.0,0,False,1,1,748.0
3,1,1,27.0,0,False,4,1,0.0
2,0,1,36.0,0,False,0,0,3855.0
1,0,1,74.0,0,True,1,0,1427.0
1,1,1,14.0,0,True,3,0,0.0
1,1,2,2.0,0,True,3,1,0.0
3,1,1,1.0,0,True,1,1,0.0
1,1,2,15.0,0,False,3,1,0.0
1,0,1,24.0,0,True,1,0,777.0
1,0,1,28.0,0,True,3,0,784.0
2,0,1,27.0,0,True,0,0,6751.0
2,0,1,40.0,0,False,6,0,4205.0
1,1,1,16.0,0,False,3,0,0.0
1,0,1,22.0,0,True,3,1,887.0
1,1,1,54.0,0,True,3,0,0.0
3,1,1,19.0,0,True,1,0,0.0
2,0,3,40.0,0,True,2,0,4137.0
3,1,1,28.0,0,True,1,0,0.0
2,1,1,35.0,0,True,0,0,0.0
2,0,1,43.0,0,False,5,1,3291.4564322776882
1,1,1,0.0,0,False,3,1,0.0
2,0,1,65.0,0,False,5,0,3786.0
3,0,1,38.0,0,True,1,0,2013.0
3,1,1,12.0,0,True,1,0,0.0
1,0,3,22.0,0,False,1,0,690.0
1,0,1,22.0,0,True,1,0,745.0
2,0,3,41.0,0,False,0,0,14811.0
2,0,1,60.0,0,False,6,1,18934.0
1,1,1,12.0,0,False,3,1,0.0
1,0,1,23.0,0,False,1,0,702.0
2,1,3,45.0,0,True,0,1,0.0
1,0,1,13.0,0,False,3,0,888.0
1,0,1,17.0,0,False,1,0,822.0
1,0,1,32.0,0,False,4,1,789.0
1,1,2,19.0,0,True,3,0,0.0
2,1,3,25.0,0,True,2,1,470.12576137585097
1,0,3,0.0,0,True,3,1,0.0
2,0,3,33.0,1,False,0,0,8434.0
3,0,1,18.0,0,True,1,1,2935.0
2,0,1,43.0,0,True,6,0,3524.0
2,1,3,25.0,0,True,6,1,0.0
1,0,1,34.0,0,True,1,1,806.0
1,0,1,20.0,0,True,3,1,907.0
1,0,1,23.0,0,False,1,0,1088.0
1,0,3,35.0,0,False,3,0,809.0
1,1,2,29.0,0,True,3,1,0.0
1,0,1,17.0,0,False,3,1,1008.0
2,1,1,15.0,0,True,0,1,0.0
2,0,2,45.0,1,False,3,0,9043.45643227769
1,0,1,13.0,0,False,4,1,351.0243902439024
2,1,1,29.0,0,True,0,0,0.0
1,0,1,24.0,0,False,3,0,4353.119553474973
3,0,1,23.0,0,False,1,1,1854.0
2,0,3,27.0,0,True,6,0,12152.0
1,1,1,15.0,0,True,3,0,0.0
3,0,1,13.0,0,True,3,0,1586.0
2,0,1,23.0,0,True,5,0,2369.0
3,0,3,56.0,0,True,5,1,1063.0
1,0,1,37.0,0,False,1,1,701.0
3,1,1,25.0,0,True,1,0,0.0
1,0,1,64.0,0,True,3,0,1874.0
1,0,1,40.0,0,False,1,1,921.0
3,0,1,41.0,0,False,1,1,1286.0
1,1,1,37.0,0,False,3,1,0.0
2,1,3,15.0,0,True,0,1,0.0
1,0,2,23.0,0,False,1,0,630.0
3,0,1,29.0,0,False,1,1,1431.0
2,1,1,48.0,0,True,0,0,0.0
1,0,1,24.0,0,True,3,1,810.0
3,0,1,40.0,0,False,1,1,1307.0
2,1,1,16.0,0,True,0,1,0.0
1,0,3,27.0,0,False,3,0,3539.0
1,0,1,21.0,0,False,4,1,991.0
1,0,1,42.0,0,False,4,0,906.0
3,0,1,25.0,1,False,4,1,1173.0
1,1,2,24.0,0,False,3,0,0.0
1,0,1,21.0,0,False,3,0,907.0
1,1,1,21.0,0,True,4,0,0.0
1,0,1,42.0,0,False,1,0,693.0
2,1,3,15.0,0,True,6,1,0.0
3,1,1,28.843144292893037,0,True,1,1,310.345007183908
1,0,1,18.0,0,True,4,1,640.0
2,0,3,34.0,0,False,6,0,7861.0
1,0,3,59.0,0,False,1,0,600.0
